year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2018,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,35,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,11.56,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,15,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,4.96,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,20,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,6.61,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,310,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,102.42,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,10,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,3.3,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,300,Pre-COVID
2018,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,99.12,Pre-COVID
2018,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,Number of discharges,Total,235,Pre-COVID
2018,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,40.61,Pre-COVID
2018,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,5,Pre-COVID
2018,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,0.86,Pre-COVID
2018,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,230,Pre-COVID
2018,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,39.74,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,780,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,134.78,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,655,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,113.18,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,120,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,20.74,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mood (affective) disorders,Number of discharges,Total,485,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,83.81,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mood (affective) disorders,Number of discharges,Non-psychiatric,15,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,2.59,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mood (affective) disorders,Number of discharges,Psychiatric,470,Pre-COVID
2018,Health board of treatment,NHS Grampian,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,81.21,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,195,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,33.7,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,70,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,12.1,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,120,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,20.74,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders",Number of discharges,Total,875,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,151.2,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,650,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,112.32,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,225,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,38.88,Pre-COVID
2018,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,100,Pre-COVID
2018,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,17.28,Pre-COVID
2018,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,40,Pre-COVID
2018,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,6.91,Pre-COVID
2018,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,55,Pre-COVID
2018,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,9.5,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,520,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,89.85,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,10,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,1.73,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,510,Pre-COVID
2018,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,88.13,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,Number of discharges,Total,665,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,57.25,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,15,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,1.29,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,650,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,55.96,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,6860,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,590.62,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,5780,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,497.63,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,1085,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,93.41,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,Number of discharges,Total,1435,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,123.55,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,Number of discharges,Non-psychiatric,110,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,9.47,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,Number of discharges,Psychiatric,1320,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,113.65,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,640,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,55.1,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,265,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,22.82,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,375,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,32.29,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Organic, including symptomatic, mental disorders",Number of discharges,Total,3195,Pre-COVID
2018,Health board of treatment,NHS Greater Glasgow & Clyde,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,275.08,Pre-COVID
